PO Code,Created,Type,PO Created By,PO Approved Date,Delivery Date,Item Type Name,Item SkuCode,Category,Vendor Name,Vendor Code,Vendor SkuCode,Order Quantity,Recieved Quantity,Rejected Quantity,Pending Quantity,PO Ageing (Days),% Pending,% Rejection,Facility,Unit Price,Sub Total,VAT,CST,Total,Purchase Order Status,Updated
PO0217,17/02/2017 17:48,Manual,udithurria@vendorskart.com,17/02/2017 17:48,18/02/2017,Autofy Unisex Red Yellow & Green Bob Marley Skull Headwrap / Bandana (Freesize),VKAMMASK0009,Vendorskart_Automotive,RAM PRATAP,RAM_PRATAP_BANDANA,VKAMMASK0009,36,36,0,0,49,0,0,VENDORSKART MUNDKA 1 FACILITY,20,720,0,0,720,COMPLETE,20/02/2017 12:55
PO0054,09/01/2017 18:37,Manual,udithurria@vendorskart.com,09/01/2017 18:37,28/01/2017,Autofy Unisex Red & Black Che Guevara Headwrap / Bandana (Freesize),VKAMMASK0010,Vendorskart_Automotive,RAM PRATAP,RAM_PRATAP_BANDANA,VKAMMASK0010,13,13,0,0,88,0,0,VENDORSKART MUNDKA 1 FACILITY,20,260,0,0,260,COMPLETE,10/01/2017 13:41
PO0217,17/02/2017 17:48,Manual,udithurria@vendorskart.com,17/02/2017 17:48,18/02/2017,Autofy Unisex Red & Black Che Guevara Headwrap / Bandana (Freesize),VKAMMASK0010,Vendorskart_Automotive,RAM PRATAP,RAM_PRATAP_BANDANA,VKAMMASK0010,60,60,0,0,49,0,0,VENDORSKART MUNDKA 1 FACILITY,20,1200,0,0,1200,COMPLETE,20/02/2017 13:43
PO0262,24/02/2017 18:39,Manual,udithurria@vendorskart.com,24/02/2017 18:39,25/02/2017,Autofy Unisex Red & Black Che Guevara Headwrap / Bandana (Freesize),VKAMMASK0010,Vendorskart_Automotive,PARDESI AUTO SPARES,Pardesi_Auto_Spares,VKAMMASK0010,1500,192,0,1308,42,87.2,0,VENDORSKART MUNDKA 1 FACILITY,17.5,26250,0,0,26250,COMPLETE,06/03/2017 18:07
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,Autofy Unisex Black & White Skull and Neck Bones Headwrap / Bandana (Freesize),VKAMMASK0013,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0013,10,10,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,200,0,0,200,COMPLETE,08/01/2017 18:44
PO0054,09/01/2017 18:37,Manual,udithurria@vendorskart.com,09/01/2017 18:37,28/01/2017,Autofy Unisex Black & White Skull and Neck Bones Headwrap / Bandana (Freesize),VKAMMASK0013,Vendorskart_Automotive,RAM PRATAP,RAM_PRATAP_BANDANA,VKAMMASK0013,11,11,0,0,88,0,0,VENDORSKART MUNDKA 1 FACILITY,20,220,0,0,220,COMPLETE,10/01/2017 15:26
PO0217,17/02/2017 17:48,Manual,udithurria@vendorskart.com,17/02/2017 17:48,18/02/2017,Autofy Unisex Brown Metal Print Headwrap / Bandana (Freesize),VKAMMASK0018,Vendorskart_Automotive,RAM PRATAP,RAM_PRATAP_BANDANA,VKAMMASK0018,60,60,0,0,49,0,0,VENDORSKART MUNDKA 1 FACILITY,20,1200,0,0,1200,COMPLETE,20/02/2017 12:51
PO0319,14/03/2017 19:02,Manual,udithurria@vendorskart.com,14/03/2017 19:02,18/03/2017,Autofy Unisex Blue Che Guevara Headwrap / Bandana (Freesize)[SkyBlue-Black-Yellow-CheGuevara],VKAMMASK0019,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0019,20,20,0,0,24,0,0,VENDORSKART MUNDKA 1 FACILITY,20,400,0,0,400,COMPLETE,15/03/2017 13:36
PO0261,24/02/2017 18:29,Manual,udithurria@vendorskart.com,24/02/2017 18:30,25/02/2017,Autofy Unisex Multicolor Che Guevara Headwrap / Bandana (Freesize)[MultiColor-CheGuevara-Grid],VKAMMASK0021,Vendorskart_Automotive,PARDESI AUTO SPARES,Pardesi_Auto_Spares,VKAMMASK0021,1500,204,0,1296,42,86.4,0,VENDORSKART MUNDKA 1 FACILITY,17.5,26250,0,0,26250,COMPLETE,06/03/2017 18:07
PO0267,25/02/2017 18:03,Manual,udithurria@vendorskart.com,25/02/2017 18:03,28/02/2017,Autofy Unisex Grey Skull Print Headwrap / Bandana (Freesize)[Grey-Black-Red-BigSkull],VKAMMASK0023,Vendorskart_Automotive,PARDESI AUTO SPARES,Pardesi_Auto_Spares,VKAMMASK0023,1500,168,0,1332,41,88.8,0,VENDORSKART MUNDKA 1 FACILITY,17.5,26250,0,0,26250,COMPLETE,06/03/2017 18:06
PO0320,15/03/2017 14:01,Manual,udithurria@vendorskart.com,15/03/2017 14:01,18/03/2017,Autofy Unisex Black Superman Headwrap / Bandana (Freesize)[Black-Red-Superman],VKAMMASK0025,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0025,10,10,0,0,23,0,0,VENDORSKART MUNDKA 1 FACILITY,20,200,0,0,200,COMPLETE,15/03/2017 19:54
PO0359,30/03/2017 15:02,Manual,udithurria@vendorskart.com,30/03/2017 15:03,01/04/2017,Autofy Half Face Anti Pollution / Dust / Driving / Anti Sun & Heat Face Mask with Neck Veil,VKAMMASK0030,Vendorskart_Automotive,PARDESI AUTO SPARES,Pardesi_Auto_Spares,VKAMMASK0030,100,100,0,0,8,0,0,VENDORSKART MUNDKA 1 FACILITY,47,4700,0,0,4700,COMPLETE,30/03/2017 18:31
PO0298,08/03/2017 19:09,Manual,udithurria@vendorskart.com,08/03/2017 19:09,11/03/2017,Autofy 3M White Anti Pollution Anti Dust Disposable Particulate Respirator Face Mask,VKAMMASK0031,Vendorskart_Automotive,cash_vk,cash_vk,VKAMMASK0031,2,2,0,0,30,0,0,VENDORSKART MUNDKA 1 FACILITY,25,50,0,0,50,COMPLETE,09/03/2017 12:13
PO0300,08/03/2017 19:15,Manual,udithurria@vendorskart.com,08/03/2017 19:15,11/03/2017,Autofy Black Net Print Anti Pollution Anti Dust Disposable Particulate Respirator Face Mask,VKAMMASK0033,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0033,1000,749,0,251,30,25.1,0,VENDORSKART MUNDKA 1 FACILITY,12,12000,0,0,12000,COMPLETE,10/03/2017 13:14
PO0316,11/03/2017 15:22,Manual,udithurria@vendorskart.com,11/03/2017 15:22,25/03/2017,Autofy Black Net Print Anti Pollution Anti Dust Disposable Particulate Respirator Face Mask,VKAMMASK0033,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0033,250,250,0,0,27,0,0,VENDORSKART MUNDKA 1 FACILITY,12,3000,0,0,3000,COMPLETE,15/03/2017 13:54
PO0038,08/01/2017 20:05,Manual,udithurria@vendorskart.com,08/01/2017 20:06,28/01/2017,Autofy Black Full Face Anti Pollution Anti Dust Disposable Particulate Respirator Mask / Balaclava Free Size for Bike Riders (with Air Net),VKAMMASK0035,Vendorskart_Automotive,PARDESI AUTO SPARES,Pardesi_Auto_Spares,VKAMMASK0035,200,200,0,0,89,0,0,VENDORSKART MUNDKA 1 FACILITY,70,14000,0,0,14000,COMPLETE,09/01/2017 18:47
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[Grey-Brown-White-JaipurPrint]Autofy Unisex Printed Lycra Headwrap / Bandana (Grey and Brown  Freesize),VKAMMASK0036,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0036,100,100,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,2000,0,0,2000,COMPLETE,08/01/2017 18:59
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[Front&SideFaceSkull-Black-White]Autofy Unisex Skull Print Lycra Headwrap / Bandana (Black and White  Freesize),VKAMMASK0037,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0037,100,100,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,2000,0,0,2000,COMPLETE,09/01/2017 10:51
PO0311,10/03/2017 18:29,Manual,udithurria@vendorskart.com,10/03/2017 18:29,11/03/2017,[MummeryPrint-Black-Grey]Autofy Unisex Mummery Print Lycra Headwrap / Bandana (Black and Grey  Freesize),VKAMMASK0038,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0038,89,89,0,0,28,0,0,VENDORSKART MUNDKA 1 FACILITY,20,1780,0,0,1780,COMPLETE,11/03/2017 13:08
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[AngrySkull-Black-SkyBlue]Autofy Unisex Angry Skull Print Lycra Headwrap / Bandana (Black and Blue Freesize),VKAMMASK0039,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0039,100,100,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,2000,0,0,2000,COMPLETE,09/01/2017 17:20
PO0320,15/03/2017 14:01,Manual,udithurria@vendorskart.com,15/03/2017 14:01,18/03/2017,[AngrySkull-Black-SkyBlue]Autofy Unisex Angry Skull Print Lycra Headwrap / Bandana (Black and Blue Freesize),VKAMMASK0039,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0039,30,30,0,0,23,0,0,VENDORSKART MUNDKA 1 FACILITY,20,600,0,0,600,COMPLETE,15/03/2017 19:54
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[DeathFlower-Black-Brown]Autofy Unisex Printed Lycra Headwrap / Bandana (Black and Brown  Freesize),VKAMMASK0040,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0040,100,100,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,2000,0,0,2000,COMPLETE,09/01/2017 17:40
PO0320,15/03/2017 14:01,Manual,udithurria@vendorskart.com,15/03/2017 14:01,18/03/2017,[DeathFlower-Black-Brown]Autofy Unisex Printed Lycra Headwrap / Bandana (Black and Brown  Freesize),VKAMMASK0040,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0040,80,80,0,0,23,0,0,VENDORSKART MUNDKA 1 FACILITY,20,1600,0,0,1600,COMPLETE,15/03/2017 19:54
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[AlladinCarpet-Blue-White]Autofy Unisex Aladdin Carpet Print Lycra Headwrap / Bandana (Blue and White  Freesize),VKAMMASK0041,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0041,10,10,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,200,0,0,200,COMPLETE,08/01/2017 18:26
PO0054,09/01/2017 18:37,Manual,udithurria@vendorskart.com,09/01/2017 18:37,28/01/2017,[AlladinCarpet-Blue-White]Autofy Unisex Aladdin Carpet Print Lycra Headwrap / Bandana (Blue and White  Freesize),VKAMMASK0041,Vendorskart_Automotive,RAM PRATAP,RAM_PRATAP_BANDANA,VKAMMASK0041,32,32,0,0,88,0,0,VENDORSKART MUNDKA 1 FACILITY,20,640,0,0,640,COMPLETE,10/01/2017 13:50
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[JawBones-Black-White]Autofy Unisex Jaw Bones Lycra Headwrap / Bandana (Black and White  Freesize),VKAMMASK0042,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0042,40,40,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,800,0,0,800,COMPLETE,08/01/2017 17:52
PO0054,09/01/2017 18:37,Manual,udithurria@vendorskart.com,09/01/2017 18:37,28/01/2017,[JawBones-Black-White]Autofy Unisex Jaw Bones Lycra Headwrap / Bandana (Black and White  Freesize),VKAMMASK0042,Vendorskart_Automotive,RAM PRATAP,RAM_PRATAP_BANDANA,VKAMMASK0042,100,100,0,0,88,0,0,VENDORSKART MUNDKA 1 FACILITY,20,2000,0,0,2000,COMPLETE,10/01/2017 15:24
PO0093,12/01/2017 19:22,Manual,udithurria@vendorskart.com,12/01/2017 19:22,14/01/2017,[JawBones-Black-White]Autofy Unisex Jaw Bones Lycra Headwrap / Bandana (Black and White  Freesize),VKAMMASK0042,Vendorskart_Automotive,cash_self,cash_party-1,VKAMMASK0042,7,7,0,0,85,0,0,VENDORSKART MUNDKA 1 FACILITY,18,126,0,0,126,COMPLETE,12/01/2017 23:28
PO0217,17/02/2017 17:48,Manual,udithurria@vendorskart.com,17/02/2017 17:48,18/02/2017,[JawBones-Black-White]Autofy Unisex Jaw Bones Lycra Headwrap / Bandana (Black and White  Freesize),VKAMMASK0042,Vendorskart_Automotive,RAM PRATAP,RAM_PRATAP_BANDANA,VKAMMASK0042,36,36,0,0,49,0,0,VENDORSKART MUNDKA 1 FACILITY,20,720,0,0,720,COMPLETE,20/02/2017 12:57
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[BengalLotus-Purple-White]Autofy Unisex Lotus Print Lycra Headwrap / Bandana (Purple and White  Freesize),VKAMMASK0043,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0043,35,35,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,700,0,0,700,COMPLETE,08/01/2017 18:11
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[AlagePrint-Peech-Green]Autofy Unisex Printed Lycra Headwrap / Bandana (Peech and Green  Freesize),VKAMMASK0045,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0045,100,100,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,2000,0,0,2000,COMPLETE,08/01/2017 15:50
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[Skull&Rose-LightBrown]Autofy Unisex Skull and Rose Print Lycra Headwrap / Bandana (Brown  Freesize),VKAMMASK0046,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0046,100,100,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,2000,0,0,2000,COMPLETE,09/01/2017 17:43
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[FlowerWildFire-Blue-Black]Autofy Unisex Flower and Wildfire Print Lycra Headwrap / Bandana (Blue and Black  Freesize),VKAMMASK0047,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0047,20,20,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,400,0,0,400,COMPLETE,08/01/2017 17:44
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[BlueWhiteRing-Pink]Autofy Unisex Circle Print Lycra Headwrap / Bandana (Pink and Blue  Freesize),VKAMMASK0048,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0048,20,20,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,400,0,0,400,COMPLETE,08/01/2017 18:33
PO0320,15/03/2017 14:01,Manual,udithurria@vendorskart.com,15/03/2017 14:01,18/03/2017,[BlueWhiteRing-Pink]Autofy Unisex Circle Print Lycra Headwrap / Bandana (Pink and Blue  Freesize),VKAMMASK0048,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0048,5,5,0,0,23,0,0,VENDORSKART MUNDKA 1 FACILITY,20,100,0,0,100,COMPLETE,15/03/2017 19:55
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[BlueWhiteStars-Pink]Autofy Unisex Star Print Lycra Headwrap / Bandana (Pink and Blue  Freesize),VKAMMASK0049,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0049,10,10,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,200,0,0,200,COMPLETE,08/01/2017 17:30
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[SpiderWeb-Black-Green]Autofy Unisex Spider Print Lycra Headwrap / Bandana (Black and Green  Freesize),VKAMMASK0050,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0050,20,20,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,400,0,0,400,COMPLETE,08/01/2017 18:39
PO0054,09/01/2017 18:37,Manual,udithurria@vendorskart.com,09/01/2017 18:37,28/01/2017,[SpiderWeb-Black-Green]Autofy Unisex Spider Print Lycra Headwrap / Bandana (Black and Green  Freesize),VKAMMASK0050,Vendorskart_Automotive,RAM PRATAP,RAM_PRATAP_BANDANA,VKAMMASK0050,44,44,0,0,88,0,0,VENDORSKART MUNDKA 1 FACILITY,20,880,0,0,880,COMPLETE,10/01/2017 13:50
PO0311,10/03/2017 18:29,Manual,udithurria@vendorskart.com,10/03/2017 18:29,11/03/2017,[SpiderWeb-Black-Green]Autofy Unisex Spider Print Lycra Headwrap / Bandana (Black and Green  Freesize),VKAMMASK0050,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0050,9,9,0,0,28,0,0,VENDORSKART MUNDKA 1 FACILITY,20,180,0,0,180,COMPLETE,11/03/2017 13:03
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[SpiderWeb-Black-Pink]Autofy Unisex Spider Print Lycra Headwrap/Bandana(Black&Pink Freesize),VKAMMASK0051,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0051,100,100,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,2000,0,0,2000,COMPLETE,08/01/2017 17:15
PO0311,10/03/2017 18:29,Manual,udithurria@vendorskart.com,10/03/2017 18:29,11/03/2017,[SpiderWeb-Black-Pink]Autofy Unisex Spider Print Lycra Headwrap/Bandana(Black&Pink Freesize),VKAMMASK0051,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0051,180,180,0,0,28,0,0,VENDORSKART MUNDKA 1 FACILITY,20,3600,0,0,3600,COMPLETE,11/03/2017 13:01
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[AlladinCarpet-Black-White]Autofy Unisex Aladdin Carpet Print Lycra Headwrap / Bandana (Black and White  Freesize),VKAMMASK0052,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0052,100,99,0,1,93,1,0,VENDORSKART MUNDKA 1 FACILITY,20,2000,0,0,2000,COMPLETE,25/01/2017 18:39
PO0311,10/03/2017 18:29,Manual,udithurria@vendorskart.com,10/03/2017 18:29,11/03/2017,[AlladinCarpet-Black-White]Autofy Unisex Aladdin Carpet Print Lycra Headwrap / Bandana (Black and White  Freesize),VKAMMASK0052,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0052,24,24,0,0,28,0,0,VENDORSKART MUNDKA 1 FACILITY,20,480,0,0,480,COMPLETE,11/03/2017 14:03
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[Red-JaipurPrint-Black]Autofy Unisex Printed Lycra Headwrap / Bandana (Red and White  Freesize),VKAMMASK0053,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0053,100,100,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,2000,0,0,2000,COMPLETE,09/01/2017 17:42
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[Chain-Black-White]Autofy Unisex Chain Print Lycra Headwrap / Bandana (Black and White  Freesize),VKAMMASK0054,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0054,100,100,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,2000,0,0,2000,COMPLETE,08/01/2017 15:51
PO0093,12/01/2017 19:22,Manual,udithurria@vendorskart.com,12/01/2017 19:22,14/01/2017,[Chain-Black-White]Autofy Unisex Chain Print Lycra Headwrap / Bandana (Black and White  Freesize),VKAMMASK0054,Vendorskart_Automotive,cash_self,cash_party-1,VKAMMASK0054,2,2,0,0,85,0,0,VENDORSKART MUNDKA 1 FACILITY,18,36,0,0,36,COMPLETE,12/01/2017 23:28
PO0311,10/03/2017 18:29,Manual,udithurria@vendorskart.com,10/03/2017 18:29,11/03/2017,[Chain-Black-White]Autofy Unisex Chain Print Lycra Headwrap / Bandana (Black and White  Freesize),VKAMMASK0054,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0054,145,144,0,1,28,0.6897,0,VENDORSKART MUNDKA 1 FACILITY,20,2900,0,0,2900,COMPLETE,14/03/2017 11:08
PO0319,14/03/2017 19:02,Manual,udithurria@vendorskart.com,14/03/2017 19:02,18/03/2017,[Chain-Black-White]Autofy Unisex Chain Print Lycra Headwrap / Bandana (Black and White  Freesize),VKAMMASK0054,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0054,57,57,0,0,24,0,0,VENDORSKART MUNDKA 1 FACILITY,20,1140,0,0,1140,COMPLETE,15/03/2017 13:43
PO0320,15/03/2017 14:01,Manual,udithurria@vendorskart.com,15/03/2017 14:01,18/03/2017,[Chain-Black-White]Autofy Unisex Chain Print Lycra Headwrap / Bandana (Black and White  Freesize),VKAMMASK0054,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0054,3,3,0,0,23,0,0,VENDORSKART MUNDKA 1 FACILITY,20,60,0,0,60,COMPLETE,15/03/2017 19:55
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[Skeletor-Skull-Spine-Black-White]Autofy Unisex Skeletor Print Lycra Headwrap / Bandana (Black and White  Freesize),VKAMMASK0056,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0056,100,100,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,2000,0,0,2000,COMPLETE,08/01/2017 15:59
PO0162,02/02/2017 19:45,Manual,udithurria@vendorskart.com,02/02/2017 19:46,25/02/2017,[Skeletor-Skull-Spine-Black-White]Autofy Unisex Skeletor Print Lycra Headwrap / Bandana (Black and White  Freesize),VKAMMASK0056,Vendorskart_Automotive,R.S. BELT COLLECTION,BELT_COLLECTION_BANDANA,VKAMMASK0056,20,20,0,0,64,0,0,VENDORSKART MUNDKA 1 FACILITY,16,320,0,0,320,COMPLETE,10/02/2017 10:06
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[CaptainAmerica-Black-Blue]Autofy Unisex Captain America Print Headwrap / Bandana (Black and Blue  Freesize),VKAMMASK0057,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0057,100,100,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,2000,0,0,2000,COMPLETE,08/01/2017 16:25
PO0262,24/02/2017 18:39,Manual,udithurria@vendorskart.com,24/02/2017 18:39,25/02/2017,[Skull-RedCap-BlackSide-Grey]Autofy Unisex Pirate Skull Lycra Headwrap / Bandana (Grey and Red  Freesize),VKAMMASK0058,Vendorskart_Automotive,PARDESI AUTO SPARES,Pardesi_Auto_Spares,VKAMMASK0058,1500,216,0,1284,42,85.6,0,VENDORSKART MUNDKA 1 FACILITY,17.5,26250,0,0,26250,COMPLETE,06/03/2017 18:07
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[WhiteSkull-CrossBone-Black-White]Autofy Unisex Skull and Cross Bone Lycra Headwrap / Bandana (Black and White  Freesize),VKAMMASK0059,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0059,100,100,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,2000,0,0,2000,COMPLETE,09/01/2017 17:44
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[Baleor-WildFire-Black-Green]Autofy Unisex Wildfire Print Lycra Headwrap / Bandana (Black and Green  Freesize),VKAMMASK0060,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0060,100,100,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,2000,0,0,2000,COMPLETE,09/01/2017 17:19
PO0311,10/03/2017 18:29,Manual,udithurria@vendorskart.com,10/03/2017 18:29,11/03/2017,[Baleor-WildFire-Black-Green]Autofy Unisex Wildfire Print Lycra Headwrap / Bandana (Black and Green  Freesize),VKAMMASK0060,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0060,220,220,0,0,28,0,0,VENDORSKART MUNDKA 1 FACILITY,20,4400,0,0,4400,COMPLETE,11/03/2017 13:01
PO0319,14/03/2017 19:02,Manual,udithurria@vendorskart.com,14/03/2017 19:02,18/03/2017,[Baleor-WildFire-Black-Green]Autofy Unisex Wildfire Print Lycra Headwrap / Bandana (Black and Green  Freesize),VKAMMASK0060,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0060,20,20,0,0,24,0,0,VENDORSKART MUNDKA 1 FACILITY,20,400,0,0,400,COMPLETE,15/03/2017 13:41
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[SkullMachine-Black-LightBrown]Autofy Unisex Skull Print Lycra Headwrap / Bandana (Black and Brown  Freesize),VKAMMASK0061,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0061,80,80,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,1600,0,0,1600,COMPLETE,08/01/2017 19:29
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[JohnDoe-Alien-Fire]Autofy Unisex Printed Lycra Headwrap / Bandana (Multicolored  Freesize),VKAMMASK0062,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0062,100,100,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,2000,0,0,2000,COMPLETE,09/01/2017 17:44
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[NuclearFume-Purple-Orange]Autofy Unisex Printed Lycra Headwrap / Bandana (Blue and Orange  Freesize),VKAMMASK0063,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0063,100,100,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,2000,0,0,2000,COMPLETE,09/01/2017 17:20
PO0011,04/01/2017 19:56,Manual,udithurria@vendorskart.com,04/01/2017 19:56,06/01/2017,[SmokeSkull-Black-Green]Autofy Unisex Smoke Skull Print Lycra Headwrap / Bandana (Black and Green  Freesize),VKAMMASK0064,Vendorskart_Automotive,JAI MATA DI IMPEX,TALWAR-1,VKAMMASK0064,100,100,0,0,93,0,0,VENDORSKART MUNDKA 1 FACILITY,20,2000,0,0,2000,COMPLETE,09/01/2017 14:01
